金融機構名稱,當月發卡數
臺灣銀行,830
臺灣土地銀行,3773
合作金庫商業銀行,9745
第一商業銀行,20336
華南商業銀行,13728
彰化商業銀行,1505
上海商業儲蓄銀行,3537
台北富邦商業銀行,22665
國泰世華商業銀行,66461
高雄銀行,88
兆豐國際商業銀行,18411
花旗(台灣)商業銀行,19196
臺灣中小企業銀行,2144
渣打國際商業銀行,4939
台中商業銀行,1274
滙豐(台灣)商業銀行,7985
華泰商業銀行,12
臺灣新光商業銀行,9035
陽信商業銀行,1207
三信商業銀行,61
聯邦商業銀行,20429
遠東國際商業銀行,16019
元大商業銀行,81623
永豐商業銀行,20401
玉山商業銀行,60427
凱基商業銀行,4506
星展(台灣)商業銀行,6556
台新國際商業銀行,79863
日盛國際商業銀行,326
安泰商業銀行,822
中國信託商業銀行,79616
台灣樂天信用卡股份有限公司,9162
台灣美國運通國際(股)公司,2978
台灣永旺信用卡(股)公司,155
