金融機構名稱,當月發卡數
臺灣銀行,2783
臺灣土地銀行,4120
合作金庫商業銀行,4965
第一商業銀行,10230
華南商業銀行,12600
彰化商業銀行,4862
上海商業儲蓄銀行,3334
台北富邦商業銀行,21157
國泰世華商業銀行,64304
高雄銀行,61
兆豐國際商業銀行,8062
花旗(台灣)商業銀行,17158
臺灣中小企業銀行,668
渣打國際商業銀行,6615
台中商業銀行,846
滙豐(台灣)商業銀行,7552
華泰商業銀行,6
臺灣新光商業銀行,10467
陽信商業銀行,1719
三信商業銀行,78
聯邦商業銀行,19448
遠東國際商業銀行,10972
元大商業銀行,13009
永豐商業銀行,9359
玉山商業銀行,36745
凱基商業銀行,4116
星展(台灣)商業銀行,3261
台新國際商業銀行,55110
日盛國際商業銀行,386
安泰商業銀行,610
中國信託商業銀行,59749
台灣樂天信用卡股份有限公司,9023
台灣美國運通國際(股)公司,2897
台灣永旺信用卡(股)公司,428
