金融機構名稱,當月發卡數
臺灣銀行,1692
臺灣土地銀行,1319
合作金庫商業銀行,5082
第一商業銀行,18592
華南商業銀行,16592
彰化商業銀行,5588
上海商業儲蓄銀行,2412
台北富邦商業銀行,83366
國泰世華商業銀行,49827
高雄銀行,15
兆豐國際商業銀行,8550
花旗(台灣)商業銀行,317
臺灣中小企業銀行,578
渣打國際商業銀行,3984
台中商業銀行,1907
滙豐(台灣)商業銀行,16593
華泰商業銀行,69
臺灣新光商業銀行,9940
陽信商業銀行,1578
三信商業銀行,400
聯邦商業銀行,52596
遠東國際商業銀行,7661
元大商業銀行,5816
永豐商業銀行,19643
玉山商業銀行,55987
凱基商業銀行,1777
星展(台灣)商業銀行,658473
台新國際商業銀行,60384
安泰商業銀行,557
中國信託商業銀行,88227
台灣樂天信用卡股份有限公司,2803
台灣美國運通國際(股)公司,3170
