金融機構名稱,當月發卡數
臺灣銀行,1446
臺灣土地銀行,3669
合作金庫商業銀行,5618
第一商業銀行,16838
華南商業銀行,11248
彰化商業銀行,5039
上海商業儲蓄銀行,4551
台北富邦商業銀行,36479
國泰世華商業銀行,70143
高雄銀行,41
兆豐國際商業銀行,16137
花旗(台灣)商業銀行,18536
臺灣中小企業銀行,1253
渣打國際商業銀行,9536
台中商業銀行,1507
滙豐(台灣)商業銀行,14868
華泰商業銀行,83
臺灣新光商業銀行,10670
陽信商業銀行,2341
三信商業銀行,200
聯邦商業銀行,20713
遠東國際商業銀行,11513
元大商業銀行,8895
永豐商業銀行,39168
玉山商業銀行,106906
凱基商業銀行,4452
星展(台灣)商業銀行,9418
台新國際商業銀行,126521
日盛國際商業銀行,328
安泰商業銀行,743
中國信託商業銀行,73687
台灣樂天信用卡股份有限公司,9887
台灣美國運通國際(股)公司,3524
台灣永旺信用卡(股)公司,45
