金融機構名稱,當月發卡數
臺灣銀行,2493
臺灣土地銀行,1988
合作金庫商業銀行,6688
第一商業銀行,17953
華南商業銀行,35173
彰化商業銀行,7810
上海商業儲蓄銀行,8366
台北富邦商業銀行,400172
國泰世華商業銀行,74774
高雄銀行,18
兆豐國際商業銀行,14832
花旗(台灣)商業銀行,7573
臺灣中小企業銀行,419
渣打國際商業銀行,1134
台中商業銀行,1503
滙豐(台灣)商業銀行,10153
華泰商業銀行,21
臺灣新光商業銀行,10749
陽信商業銀行,1520
三信商業銀行,319
聯邦商業銀行,40478
遠東國際商業銀行,10656
元大商業銀行,6321
永豐商業銀行,15156
玉山商業銀行,62491
凱基商業銀行,1637
星展(台灣)商業銀行,7279
台新國際商業銀行,63686
安泰商業銀行,718
中國信託商業銀行,121263
台灣樂天信用卡股份有限公司,2419
台灣美國運通國際(股)公司,3586
