金融機構名稱,當月發卡數
臺灣銀行,2270
臺灣土地銀行,2651
合作金庫商業銀行,9873
第一商業銀行,15614
華南商業銀行,9132
彰化商業銀行,6477
上海商業儲蓄銀行,2444
台北富邦商業銀行,55164
國泰世華商業銀行,58507
高雄銀行,889
兆豐國際商業銀行,12599
花旗(台灣)商業銀行,12098
臺灣中小企業銀行,1366
渣打國際商業銀行,4684
台中商業銀行,1762
滙豐(台灣)商業銀行,8089
華泰商業銀行,1
臺灣新光商業銀行,9696
陽信商業銀行,928
三信商業銀行,92
聯邦商業銀行,28929
遠東國際商業銀行,10462
元大商業銀行,3683
永豐商業銀行,19882
玉山商業銀行,63256
凱基商業銀行,3294
星展(台灣)商業銀行,4736
台新國際商業銀行,51832
日盛國際商業銀行,319
安泰商業銀行,404
中國信託商業銀行,63180
台灣樂天信用卡股份有限公司,2729
台灣美國運通國際(股)公司,1651
