金融機構名稱,當月發卡數
臺灣銀行,2207
臺灣土地銀行,4061
合作金庫商業銀行,7850
第一商業銀行,16731
華南商業銀行,8275
彰化商業銀行,5299
上海商業儲蓄銀行,2611
台北富邦商業銀行,74339
國泰世華商業銀行,98701
高雄銀行,17
兆豐國際商業銀行,7221
花旗(台灣)商業銀行,17073
臺灣中小企業銀行,329
渣打國際商業銀行,830
台中商業銀行,1834
滙豐(台灣)商業銀行,9451
華泰商業銀行,33
臺灣新光商業銀行,9044
陽信商業銀行,798
三信商業銀行,258
聯邦商業銀行,30495
遠東國際商業銀行,14557
元大商業銀行,4888
永豐商業銀行,13763
玉山商業銀行,51572
凱基商業銀行,2462
星展(台灣)商業銀行,6628
台新國際商業銀行,61038
日盛國際商業銀行,80
安泰商業銀行,432
中國信託商業銀行,106842
台灣樂天信用卡股份有限公司,5519
台灣美國運通國際(股)公司,4449
